0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
-1,-0.9716799999999999,0.050397000000000004,-0.56605,0.39183,-0.62407,0.80524,-0.81752,0.88889,-0.9399,-0.6,0.8869600000000001,-1.0,-0.11297,-0.6,-0.66667,-0.41403,-0.35436,-1.0,-0.8044,-0.9990700000000001,-1.0,1
-1,-0.8992899999999999,0.46895,-0.95176,0.76999,-0.9709200000000001,0.9968600000000001,-0.9906200000000001,0.9986,-0.9998799999999999,-0.6,0.89861,-1.0,-0.89451,-0.6,-0.66667,0.030369999999999998,-0.66578,-0.55556,-0.52742,-0.9879700000000001,-1.0,-1
-1,-0.9779700000000001,0.90396,-0.99497,-0.11822,-0.91838,0.99479,-0.26156,0.9474899999999999,-0.99664,-0.6,-1.0,0.89723,-0.096663,-1.0,-0.66667,-0.18483,-0.14809,0.33333,-0.8731399999999999,-0.9996700000000001,-1.0,-1
-1,-0.9716799999999999,-0.12339000000000001,-0.34053,-0.17229,-0.069036,0.38009,-0.26149,0.42345,-0.5986100000000001,-0.6,-1.0,-1.0,-0.03092,-1.0,-0.66667,-0.18388,-0.24681,0.0,-0.84385,-0.99946,-1.0,-1
1,-0.9889899999999999,-0.07407899999999999,-0.12453,-0.35545,0.49463,-0.38242,0.43465,-0.555,0.5038600000000001,-0.6,-1.0,-1.0,1.0,-1.0,-1.0,-0.15977,0.12588,-1.0,-0.88912,-0.99975,-1.0,1
-1,-0.96695,0.15528,-0.67238,0.72735,-0.857,0.93726,-0.9652200000000001,0.9818,-0.99175,-0.6,0.91843,-1.0,-0.89731,-0.6,-1.0,-0.074369,-0.1296,-0.5,-0.76198,-0.9984299999999999,-1.0,-1
-1,-0.97954,0.18250999999999998,-0.5978899999999999,0.8716200000000001,-0.91504,0.9529200000000001,-0.98985,0.9930899999999999,-0.99613,-0.6,0.9088,-1.0,-0.88754,-0.2,-1.0,0.50745,0.27615,-0.33333,-0.72613,-0.99769,-1.0,-1
-1,-0.92919,0.20344,-0.8595299999999999,0.53661,-0.8888799999999999,0.97772,-0.9512200000000001,0.98831,-0.99761,-0.6,0.8473799999999999,0.66071,-0.88728,-0.2,-0.66667,0.35674,-0.58873,-0.71429,-0.68229,-0.99646,-1.0,-1
-1,-0.9716799999999999,0.34778000000000003,-0.7844800000000001,0.37661999999999995,-0.7206,0.89515,-0.7974899999999999,0.91065,-0.96501,-0.6,0.66771,0.7126100000000001,0.044486000000000005,-1.0,-1.0,-0.0053166,-0.30406,-1.0,-0.7995800000000001,-0.9990000000000001,-1.0,-1
1,-0.9638100000000001,0.15921,-0.73993,0.08554400000000001,-0.6167600000000001,0.86546,-0.68333,0.8695,-0.9521799999999999,-0.6,-1.0,-1.0,-0.154,-1.0,-1.0,-0.11241,0.053521000000000006,-0.5,-0.7672100000000001,-0.9985200000000001,-1.0,-1
-1,-0.9449200000000001,0.71917,-0.97629,0.82288,-0.9789200000000001,0.9978299999999999,-0.99031,0.99865,-0.99989,-0.6,0.95537,0.9233100000000001,-0.6349600000000001,-0.6,-0.66667,-0.20869000000000001,-0.5089600000000001,-0.71429,-0.48849,-0.98446,-1.0,-1
1,-0.87097,-0.65625,-0.73163,0.18369000000000002,-0.82063,0.9670000000000001,-0.93263,0.98524,-0.9972200000000001,-0.6,0.7720100000000001,-1.0,-0.82601,0.2,-1.0,0.27981,-0.6280600000000001,-0.77778,-0.63751,-0.99475,-1.0,-1
-1,-0.96695,0.5132,-0.91086,0.76369,-0.94084,0.98766,-0.97855,0.99451,-0.99887,-0.6,0.76298,-1.0,-0.8672200000000001,-1.0,-0.66667,-0.16167,-0.35763,-1.0,-0.66205,-0.99574,-1.0,-1
-1,-0.9811200000000001,0.14881,-0.6091,0.092065,-0.43556000000000006,0.70582,-0.54267,0.72045,-0.8477100000000001,-0.6,0.56398,-1.0,-0.8812200000000001,-1.0,-1.0,-0.021459,-0.03662,-1.0,-0.8318200000000001,-0.99936,-1.0,-1
1,-0.9465,0.067103,-0.76036,0.27954,-0.7491800000000001,0.92691,-0.85324,0.9496399999999999,-0.98474,-0.6,0.91301,0.63815,-0.75235,-0.2,-0.66667,-0.065198,-0.062595,-0.66667,-0.76393,-0.9984700000000001,-1.0,-1
-1,-0.9764,0.28963,-0.7076399999999999,0.48955,-0.7154699999999999,0.8671399999999999,-0.8451200000000001,0.91491,-0.9585299999999999,-0.6,0.6805399999999999,-1.0,-0.6560600000000001,-1.0,-1.0,-0.036169,-0.2019,-0.5,-0.79233,-0.9989100000000001,-1.0,-1
1,-0.9653799999999999,0.084832,-0.6775100000000001,0.10145,-0.57176,0.8287399999999999,-0.68101,0.8504299999999999,-0.93752,-0.6,-1.0,-1.0,1.0,-1.0,-1.0,0.082696,-0.26761,-0.33333,-0.77566,-0.99866,-1.0,-1
-1,-0.9402,0.70662,-0.9777299999999999,0.569,-0.9548399999999999,0.99593,-0.95035,0.9947299999999999,-0.99955,-0.6,0.8912899999999999,0.9721200000000001,-0.20405,-0.6,-0.66667,-0.026333999999999996,-0.5355300000000001,-1.0,-0.58616,-0.9921,-1.0,-1
-1,-0.9465,0.46837,-0.9226,0.08228099999999999,-0.81833,0.9698200000000001,-0.7620600000000001,0.95368,-0.99203,-0.6,0.86603,0.8831899999999999,0.17012,-1.0,-0.33333,-0.16831,-0.58609,-1.0,-0.7418899999999999,-0.9980399999999999,-1.0,-1
1,-0.9638100000000001,0.72693,-0.97224,0.59534,-0.94339,0.9932700000000001,-0.9370299999999999,0.99119,-0.9989600000000001,-0.6,-1.0,0.6349899999999999,-0.11352000000000001,-1.0,-1.0,-0.090777,-0.051463999999999996,0.0,-0.6361399999999999,-0.99469,-1.0,-1
-1,-0.8945700000000001,-0.2481,-0.7494,-0.15249000000000001,-0.68635,0.92853,-0.7802100000000001,0.9410799999999999,-0.98603,-0.6,0.9274700000000001,0.89323,-0.81963,-0.6,-0.66667,-0.069766,-0.6988,-0.5,-0.77282,-0.9986200000000001,-1.0,-1
-1,-0.97325,0.9499799999999999,-0.99875,0.99744,-0.99895,0.99975,-0.99997,0.9997299999999999,-1.0,-0.6,0.77522,-1.0,-0.8951399999999999,-1.0,-1.0,-0.049049,-0.38445,-0.66667,-0.12065,-0.9018299999999999,-0.2454,-1
-1,-0.98426,0.16305,-0.49376000000000003,0.6655399999999999,-0.72683,0.81282,-0.9174200000000001,0.9333,-0.95231,-0.6,0.65142,-1.0,-0.88715,-1.0,-1.0,-0.12460999999999998,0.38741,1.0,-0.7753800000000001,-0.99866,-1.0,-1
1,-0.9653799999999999,0.97,-0.9995,0.66247,-0.99477,0.99966,-0.9596600000000001,0.99925,-0.9999899999999999,-0.6,-1.0,0.8309,-0.21831,-1.0,-1.0,-0.12583,-0.57862,-0.71429,-0.46986999999999995,-0.9825299999999999,-1.0,-1
-1,-0.97482,0.32802,-0.77276,0.79713,-0.90712,0.9644799999999999,-0.97903,0.9903,-0.9962200000000001,-0.6,-1.0,-1.0,-0.9513299999999999,-1.0,-1.0,-0.16334,-0.08169,-0.6,-0.77317,-0.9986200000000001,-1.0,-1
1,-0.9764,0.29965,-0.74997,0.47078000000000003,-0.7442,0.8963700000000001,-0.8536,0.9302600000000001,-0.97054,-0.6,-1.0,-1.0,1.0,-1.0,-1.0,-0.0043036,-0.23190999999999998,-1.0,-0.7493,-0.9981899999999999,-1.0,-1
-1,-0.94178,-2.8274e-05,-0.76171,-0.13518,-0.63347,0.9008799999999999,-0.68412,0.89971,-0.97172,-0.6,0.84449,0.85936,-0.637,-1.0,-0.66667,-0.14021,-0.5020600000000001,-1.0,-0.7912100000000001,-0.99889,-1.0,1
-1,-0.98269,0.09510199999999999,-0.42041000000000006,-0.25336,0.086714,0.2098,0.14503,0.024169,-0.25804,-0.6,-1.0,-1.0,-0.99944,-1.0,-1.0,0.31366,0.2384,0.33333,-0.8823200000000001,-0.99972,-1.0,-1
-1,-0.9653799999999999,0.9655799999999999,-0.9995,0.45783999999999997,-0.9890100000000001,0.9995700000000001,-0.8679,0.9973799999999999,-0.99995,-0.6,-1.0,0.8134399999999999,-0.049633,-1.0,-0.33333,0.064635,-0.49577,-0.66667,-0.74835,-0.9981700000000001,-1.0,-1
1,-0.96696,0.40942,-0.8789299999999999,-0.33741,-0.6289600000000001,0.9134200000000001,-0.36077,0.82585,-0.9575899999999999,-0.6,-1.0,-1.0,1.0,-1.0,-1.0,0.46831000000000006,-0.39158000000000004,-1.0,-0.75216,-0.99825,-1.0,-1
1,-0.9638100000000001,-0.11300999999999999,-0.5897899999999999,0.1202,-0.56114,0.81658,-0.7368,0.87079,-0.9436100000000001,-0.6,0.81909,-1.0,-0.59475,-1.0,-1.0,-0.070059,-0.2581,-1.0,-0.81877,-0.99923,-1.0,-1
-1,-0.9653799999999999,0.044657,-0.6097100000000001,0.44616999999999996,-0.69396,0.8582799999999999,-0.86574,0.92684,-0.9646600000000001,-0.6,0.68002,-1.0,-0.65047,-0.6,-1.0,-0.089056,-0.41126999999999997,-0.66667,-0.81577,-0.9992,-1.0,-1
1,-0.84106,0.45286000000000004,-0.97285,0.8474799999999999,-0.98898,0.9991899999999999,-0.9978,0.99959,-0.9999899999999999,-0.6,0.7903399999999999,-1.0,-0.85435,-0.6,-0.66667,0.64362,-0.7378100000000001,-0.6,-0.46716,-0.98224,-1.0,-1
-1,-0.70416,0.68293,-0.99475,0.8165,-0.9949399999999999,0.9996799999999999,-0.99774,0.9996799999999999,-1.0,-0.6,0.90886,0.94924,-0.87179,-0.2,-0.66667,1.0,-0.74867,-0.92,0.057474000000000004,-0.81047,-1.0,-1
-1,-0.97167,-0.28195,-0.2005,-1.0,0.6855899999999999,-0.19238,1.0,-0.65595,0.22466999999999998,-0.6,-1.0,-1.0,1.0,-1.0,-1.0,-0.27457,-0.23190999999999998,-1.0,-0.8297,-0.99934,-1.0,1
-1,-0.98426,-0.016364,-0.18673,0.38842,-0.33881999999999995,0.40003,-0.69815,0.67862,-0.69509,-0.6,0.7017100000000001,-1.0,-0.89944,-0.6,-1.0,-0.14302,0.027706,-1.0,-0.83399,-0.9993799999999999,-1.0,1
-1,-0.9606600000000001,0.14786,-0.71005,0.37577,-0.7124199999999999,0.8890100000000001,-0.84045,0.9275700000000001,-0.97085,-0.6,0.90651,0.70741,-0.75793,-0.6,-1.0,-0.2897,-0.38016,-1.0,-0.78895,-0.9988600000000001,-1.0,-1
-1,-0.9716799999999999,-0.083603,-0.40503,0.12805,-0.35251,0.5968600000000001,-0.6043,0.71097,-0.8119,-0.6,0.68196,-1.0,-0.895,-1.0,-1.0,0.088504,0.061454999999999996,0.0,-0.81591,-0.9992,-1.0,-1
-1,-0.97482,-0.028475,-0.45066000000000006,0.40203,-0.56825,0.73861,-0.80972,0.86466,-0.9144100000000001,-0.6,0.8539399999999999,-1.0,-0.88474,-0.2,-1.0,0.32322,-0.17182999999999998,-0.5,-0.8135600000000001,-0.9991700000000001,-1.0,-1
-1,-0.93391,0.13217,-0.8255299999999999,0.055735,-0.74293,0.9412799999999999,-0.78798,0.94316,-0.98649,-0.6,0.63807,0.65599,-0.47155,-1.0,-0.66667,-0.25566,-0.5414100000000001,-0.33333,-0.72618,-0.99769,-1.0,-1
1,-0.9071600000000001,0.6141300000000001,-0.9778,0.87869,-0.98954,0.99913,-0.9976799999999999,0.99955,-0.9999899999999999,-0.2,0.89169,-1.0,-0.85544,-0.2,-1.0,-0.0040375,-0.56901,0.0,-0.50668,-0.98618,-1.0,-1
-1,-0.9040100000000001,0.37087,-0.93671,0.46118000000000003,-0.9256,0.99134,-0.9522200000000001,0.9933,-0.99923,-0.6,0.97875,0.9051600000000001,-0.8441200000000001,-0.2,-0.66667,0.85864,-0.35211,-0.2,-0.84216,-0.99945,-1.0,-1
-1,-0.94021,0.99379,-0.9999299999999999,0.74795,-0.99876,0.99974,-0.9849700000000001,0.9997299999999999,-1.0,-0.6,-1.0,0.8289700000000001,-0.18327000000000002,-1.0,-1.0,-0.12709,-0.5355300000000001,-0.75,-0.51826,-0.9872,0.34151,-1
-1,-0.9323299999999999,0.49659,-0.95116,0.39136,-0.91915,0.9909399999999999,-0.92629,0.9902200000000001,-0.9989,-0.6,0.6695800000000001,0.8961100000000001,-0.59207,-0.6,-0.33333,0.089528,-0.48078999999999994,-0.71429,-0.66018,-0.99567,-1.0,-1
-1,-0.95909,-0.42256000000000005,-0.24151999999999998,0.60587,-0.71644,0.82891,-0.94063,0.9576899999999999,-0.9734200000000001,-0.6,0.68176,-1.0,-0.8936,-1.0,-1.0,-0.15302000000000002,-0.10505,0.5,-0.8337899999999999,-0.9993799999999999,-1.0,-1
-1,-0.9811200000000001,0.60577,-0.89476,0.46112,-0.80423,0.9404399999999999,-0.79676,0.92735,-0.97696,-0.6,-1.0,-1.0,-0.81887,-1.0,-1.0,-0.1147,0.027706,-0.33333,-0.74616,-0.99813,-1.0,-1
-1,-0.97482,0.65584,-0.9398700000000001,0.27235,-0.8263799999999999,0.9653,-0.72068,0.93453,-0.9864,-0.6,-1.0,-1.0,-0.11577,-1.0,-1.0,0.37540999999999997,0.40037,-0.5,-0.78694,-0.9988299999999999,-1.0,-1
-1,-0.95909,0.17644,-0.73118,0.13252,-0.61627,0.8578100000000001,-0.69319,0.8665,-0.94834,-0.6,0.9294399999999999,-1.0,-0.6358199999999999,-0.6,-1.0,-0.29618,-0.42816000000000004,-1.0,-0.82431,-0.99929,-1.0,-1
-1,-0.92919,0.6222300000000001,-0.9709700000000001,0.83262,-0.9817899999999999,0.99826,-0.99403,0.9991200000000001,-0.99995,-0.6,0.76257,-1.0,-0.8702700000000001,-0.6,-1.0,0.27438,-0.65149,-0.66667,-0.42466000000000004,-0.97711,-1.0,-1
-1,-0.9811200000000001,0.28173000000000004,-0.65036,0.5929,-0.73174,0.85183,-0.88502,0.9251799999999999,-0.95685,-0.6,0.68529,-1.0,-0.8958,-1.0,-1.0,0.058603999999999996,0.055634,1.0,-0.84941,-0.99951,-1.0,-1
1,-0.68371,0.45936000000000005,-0.98651,0.99126,-0.99875,0.99975,-0.9996200000000001,0.99972,-1.0,-0.6,0.8241799999999999,-1.0,-0.8492700000000001,0.2,-1.0,-0.08622200000000001,-0.8376100000000001,-1.0,-0.14802,-0.9121799999999999,-0.49693000000000004,-1
-1,-0.9764,0.26044,-0.71453,0.17146,-0.56666,0.81008,-0.6312800000000001,0.8103600000000001,-0.9131600000000001,-0.6,0.87279,-1.0,-0.63071,-0.6,-1.0,-0.18098,-0.31572,-0.6,-0.8214299999999999,-0.99926,-1.0,-1
1,-0.75295,0.69311,-0.99439,0.49082,-0.9869700000000001,0.9995,-0.9848100000000001,0.9993799999999999,-0.9999899999999999,-0.6,0.80177,0.7872899999999999,-0.5778300000000001,-0.2,-0.66667,0.75583,-0.8312799999999999,-0.71429,-0.34028,-0.9637399999999999,-1.0,-1
-1,-0.97167,-0.45532,0.086073,-0.078947,0.08798099999999999,0.079598,-0.38753000000000004,0.39263000000000003,-0.46279,-0.6,-1.0,-1.0,-0.44414,-1.0,-1.0,-0.091668,-0.17182999999999998,0.0,-0.8788100000000001,-0.9997,-1.0,-1
-1,-0.9527899999999999,-0.47468999999999995,-0.32115,0.31766,-0.57565,0.77876,-0.85126,0.9088299999999999,-0.9504,-0.6,0.63993,-1.0,-0.88364,-0.6,-1.0,-0.34435,-0.50973,-1.0,-0.82729,-0.99931,-1.0,1
-1,-0.98269,0.53554,-0.85735,0.33888,-0.72407,0.9035299999999999,-0.7015600000000001,0.87751,-0.9552799999999999,-0.6,-1.0,0.9051799999999999,0.9867,-1.0,-0.66667,-0.07284600000000001,-0.16867000000000001,-0.6,-0.8023899999999999,-0.9990399999999999,-1.0,-1
-1,-0.9653799999999999,0.47371,-0.8785700000000001,0.7114199999999999,-0.9094700000000001,0.97626,-0.9627399999999999,0.9883,-0.9968600000000001,-0.6,-1.0,-1.0,0.98745,-1.0,-1.0,-0.08771799999999999,-0.2418,-0.2,-0.69557,-0.99687,-1.0,-1
-1,-0.86467,0.43317,-0.9562299999999999,0.78717,-0.9767899999999999,0.9978,-0.99359,0.9990600000000001,-0.9999399999999999,-0.6,1.0,-1.0,-0.9001899999999999,-0.2,-0.66667,-0.20435,-0.7026600000000001,-1.0,-0.5854,-0.99205,-1.0,-1
1,-0.95594,0.40055999999999997,-0.88735,-0.3133,-0.66645,0.9286399999999999,-0.44428999999999996,0.86139,-0.9690799999999999,-0.2,-1.0,-1.0,0.99644,-1.0,-0.66667,-0.11558,-0.44492,-0.66667,-0.7213,-0.9975700000000001,-1.0,-1
-1,-0.8992899999999999,0.003965,-0.82376,0.07783999999999999,-0.7786,0.95549,-0.8444299999999999,0.96316,-0.9923200000000001,-0.6,0.83026,0.7953,-0.72609,-0.6,-0.66667,-0.16055999999999998,-0.66952,-1.0,-0.70741,-0.99721,-1.0,-1
-1,-0.86624,-0.0080041,-0.87155,0.45396000000000003,-0.9051299999999999,0.98618,-0.96125,0.99316,-0.9990100000000001,-0.6,0.9373799999999999,0.8971600000000001,-0.88674,-0.6,-0.66667,-0.24527,-0.75469,-1.0,-0.68421,-0.9965200000000001,-1.0,-1
-1,-0.9764,0.9273100000000001,-0.9970899999999999,0.7340800000000001,-0.98462,0.9990700000000001,-0.9585100000000001,0.9975299999999999,-0.99989,-0.6,-1.0,0.91232,-0.057525,-1.0,-0.66667,-0.21777,-0.34437,-0.6,-0.56797,-0.9909600000000001,-1.0,-1
-1,-0.9653799999999999,0.1719,-0.72444,0.68424,-0.8577100000000001,0.94639,-0.95914,0.9816600000000001,-0.99287,-0.6,0.95081,-1.0,-0.8867200000000001,-0.2,-1.0,0.74983,-0.078986,-0.6,-0.7730899999999999,-0.9986200000000001,-1.0,-1
-1,-0.9653799999999999,0.4729,-0.87736,0.5657300000000001,-0.8625,0.96362,-0.9144200000000001,0.97321,-0.99266,-0.6,0.83191,0.92814,-0.23783,-0.6,-0.66667,-0.32585,-0.50016,-1.0,-0.7461899999999999,-0.99813,-1.0,-1
-1,-0.8536600000000001,0.7932,-0.99477,0.124,-0.9713299999999999,0.99895,-0.90974,0.9969399999999999,-0.99992,-0.6,-1.0,0.8063,-0.10382999999999999,-0.6,-0.66667,-0.29535,-0.80803,-0.5,-0.51118,-0.98659,-1.0,-1
-1,-0.97954,-0.11068,-0.32379,0.87,-0.8939,0.92727,-0.99064,0.99216,-0.99454,-0.6,0.60272,-1.0,-0.87118,-1.0,-1.0,0.28106,0.26165,-0.33333,-0.8109,-0.9991399999999999,-1.0,-1
